sentimento,comentarios
positive,excelente produto entrega chegou antes prazo previsto ótimo
positive,produto chegou antes prazo estabelecido
positive,excelente chegou antes combinado parabéns
positive,gostei produto nao ardencia olhos nem cheiro alisou fos cabelos acho segunda vez ficara super liso
positive,entregou antes prazo estipulado ótimo sempre compro site
positive,apesar não ter bom acabamento produto bem funcional
positive,entrega perfeita antes prazo produto perfeito estado ótima qualidade
positive,aaa
positive,ótimo produto
positive,veio certinho super rápido amei lustre gente
positive,bonito bom chegou rápido
negative,recebi apenas detector metal compra unidades podemos resolver aguardo orientações
negative,boa noite compra diz wireless mbs multilaser g não vim modem g conecta usb nele
positive,satisfeito
positive,chegou dentro prazo bonito valeu
positive,bom recomendo
positive,otimi produto entrega excelente
positive,legal tudo certo entrega rapida
negative,comprei dois pares aliança chegou apenas duas unidades masculinas casa aguardando resposta empresa envio outras duas unidades femeninas não cheopu
negative,acho deveriam mudar modo entrega pois correios deixam desejar vieram única vez entregar produto domingo tarde mandaram volta pro remetente produto
neutral,acho deveria enformar rapido onde produto
positive,amei
negative,recebi desta loja apenas dois pendentes paguei boleto antecipado produto não veio trata pendente alumínio meia bola medio escovado valor r quero volta
negative,vcs tá deixando desejar comprei produtos vcs vcs demora entregar ainda cancela pedido autorização
positive,produto entregue antes prazo bom custo benefício
negative,não recebi outra encomenda dessa loja esperando enviarem duas proteínas kg
positive,produto entregue antes prazo aprovado
negative,fiz compra dois porém dois código veio comprei colcha chegou certinho mas não veio saia cama box
positive,chegou bem antes prazo determinado tudo certinho amei produto super recomendo
positive,atendeu expectivas
positive,compro confio comprar sempre chegaram prazo antes nunca problemas recomendo
neutral,rapidez entrega
positive,mercadoria conforme pedido chegou antes prazo recomendo
negative,mas demorando desta vez
positive,produto entregue leigos peças vêm desmontadas devemos montar algumas tal biciclieta necessitam cola permanecer pé melhor opção cola madeira
negative,prazo esgotado produto ainda não entregue
positive,bom resma chegou muitobem embalada dentro prazo afora vamos testar verificar qualidade papel
positive,produto correto entregue prazo conforme acordado recomendo
positive,super recomendo mim agradável surpresa nível atendimento amaricanas sensacional
positive,parabéns loja lannister parceiro produto veio bem embalado mto lindo grande jeito queria cor marrom conforme mostra foto amei pendente
negative,recebi apenas perfume perfume h perfume ototemo não recebi ainda preocupada pois pedido consta recebi dois perfumes
positive,maravilhosa
negative,produto chegou bem antes prazo mas defeito veio quebrado lugar fazer encaixar bonitinha mas frágil tentei realizar troca site não consegui
negative,ainda nao recebi ultima informacao sobre p produto dia
negative,película vidro veio defeito não conseguindo resolver problema
positive,ainda falta capa
neutral,adorei
neutral,bom
positive,entrega rapida sobre perfume bom mas ja melhores mas valor vale pena
neutral,mercadoria levar menos dias chegar demorou quase dois meses
positive,ótimo produto satisfeito compra
negative,produto bom mas quase meses receber
negative,veio capa comprei aí paguei reais capa
positive,bom tmb
positive,veio prazo funcionando bem
negative,não original infelizmente pós vendas stark extremamente ruim pois entrei contato agora nada aí consegui ligar fornecedor parceiro devolveu dinheiro
positive,maravilhoso
positive,entrega rápida pedido entregue conforme solicitado recomendo
negative,entrei contato lannister telefone falam q vai mandar link direto parceiro pra saber detalhes entrega conta link n veio péssimo suporte cliente
positive,cumpriram
neutral,apesar tamanho escova leve fácil manuseio
positive,frágil mas funciona certinho
positive,comunicação respeito consumidor raro comprar aqui sempre
negative,não recebi produto não recebi justificativa vendedor entrei contato mas agora não obtive resposta
positive,satisfeita rapidez chegou produto bem antes previsto
positive,melhor fantasia vida
positive,loja eficiente entrega correta antes prazo
positive,ótima
positive,recomendaria loja chegou dentro prazo ótima mercadoria
negative,recebi jarra cafeteria mas mesma não modelo comprei comprei jarra cafeteira electrolux cmm recebi não desse modelo cafeteria
positive,adorei veio certinho obrigado
positive,entrega feita produto queria bom
positive,bom produto veio neum defeito bom
negative,ainda não recebi capa sofá tô aguardando
positive,chegou super rápido bem embalado
positive,melhor site compras internet
positive,chegou antes prazo
negative,ainda não recebi produto varios dias fiz compra entrega demorada compras faço online ainda aguardando entrega
neutral,não instalei ainda
positive,chegou antes data prevista tudo ok
positive,aberto reclamação solicitando reenvio ontem durante tarde aconteceu grato
positive,boa compra recomendo
negative,infelizmente compensa pagar pouco comprar loja física cidade todas lojas inclusive stark péssimo prazo entrega produtos
positive,produto dentro dom esperado
negative,ñ gostei coisa relógio parando bateria fraca novicimo relógio parando
positive,troca rápida mundo realmente impressionado eficiência stark não nenhuma burocracia produto troca casa piscar olhos parabéns
positive,ótimo produto prazo rápido
positive,ainda não pode avaliar produto aguardando matriz botões comprados site lojas lannister estranhando fato nota fiscal desses produtos não ter sido emitida
positive,entrega dentro prazo produto excelente condição
positive,produto igual anunciado super satisfeita funciona perfeitamente
positive,recebi produto prazo bem embalado
positive,cofre bom espaço interno prateleira facilitar organização bom produto
negative,solicitei devolução produto veio amassado parece queda
negative,não recebi produto comprei paguei
positive,chegou antes prazo produto mto bom
positive,respondi sim recebi produto correto falta opção ainda não vi produto não quis abrir embalagem pois presente caso alguma desconformidade entrarei contato
positive,acordo propósitos
negative,mp player bonito pequeno contudo som ruim ruídos chiados troquei fone ouvido apple mas não mudou nada problema qualidade produto
positive,x
positive,produto bonito parece boa qualidade entretanto imagens site produto parecia robusto elegante cor uniforme tom varia
positive,ainda não instalei mas chegou prazo certinho
positive,ótimo produto entrega rápida
positive,ótimo excelente produto recomendo todos
positive,nao veio produto pedi veio quite marmitas peças comprei jogo panelas
neutral,experiência compra on line entrega boas porém produto não atendeu expectativas tendo dificuldades troca devolução
positive,parabenizo qualidade produto pontualidade entrega
negative,ainda não recebi faço
negative,recebi produto errado comprei original recebi produtos paralelos reciclados picareta
neutral,produto entregue divergente adquirido não deram resposta solicitação feita site trata presente não pude entregar aguardo troca
positive,tapete lindo personalizado bordado volta logo classic todo borracha pvc mt bom fácil limpar
positive,produto bem acabado
negative,produto problemas defeito
negative,comprei duas bonecas baby kiss sid nil dia entregaram somente boneca não veio junto nota fiscal caixa amassada não consigo contato lannister telefone ocupado
positive,ótimo produto entrega super rápida
positive,recebi i procuto antes prazo determinado
positive,boa loja cumpriu tudo anuncio entrega super rápido
positive,produto chegou antes prazo
positive,tapete lindo material bom super fofinho entrega dentro prazo so embrulho veio assusta tao pequeno nem parece lindo tapete dentro
