sentimento,comentarios
neutral,de modo geral é satisfatório por ser gravação em laser mas justamente por ser a laser deixa a desejar quanto a centralização do pingente com a marca bem como da qualidade da gravação
positive,chegou antes da data prevista eu recomendaria para meus amigos a loja stark está de parabéns
positive,tapete lindo chegou muito antes do prazo
positive,gostei muito
positive,poderia ter agilizado com a entrega porém recebi o produto em ótimas condições
positive,protudo chegou em ótimo estado de conservação e antes do prazo
positive,produto de excelente qualidade e a entrega foi feita antes do prazo previsto muito satisfeita
positive,o produto é muito lindo e está com preço excelente a entrega foi super rápida ocorrendo muito antes do prazo recomendo o quarto ficou irado
neutral,o produto veio sem nota fiscal tive que solicitar pelo telefone
neutral,o produto não é bom
positive,muito satisfeito eu recomendo
positive,podem comprar sem medo
positive,gosto de comprar nessa loja porque agente ñ precisa avisar da entrega
positive,excelente produto
positive,produto entregue no prazo nota
negative,a descrição do produto estava errada e não consegui usar o produto pedi o cancelamento fazem dias e ainda não obtive resposta
positive,muito bom exelente
positive,atendimento eficaz e entrega dentro do prazo
positive,chegou um pouco antes do prazo isso é bom
positive,gostei demais do travesseiro é como descrito no site
positive,super recomendo entrega e produtos ok
negative,sem pontualidade não da satisfação ao cliente
positive,satisfeito com a aquisição e negócio entrega no prazo com produto bem embalado com a nota fiscal caixa original garantia e manual do usuário primeiras impressões o relógio está em perfeito
positive,atendeu as expectativas
positive,muito bom encomenda chegou certinha
negative,meu mosquiteiro veio com dois furos na parte superior e pedir um mosquiteiro king porem nao veio kiung e sim queem
neutral,muito bom
positive,produto chegou rapidamente e conforme o anunciado
negative,produto de baixa qualidade
positive,produto de qualidade preço justo entrega dentro do prazo o produto atendeu as minhas expectativas recomendo o vendedor
negative,me foi enviado o produto errado
negative,efetuei a compra e pagamento de duas unidades e recebi apenas uma unidade aguardando tratativa
positive,adorei o produto chegou antes do prazo estipulado estou muito satisfeita
positive,tudo ok
neutral,o quadro foi entregue pelos correios e chegou com uma madeira atrás quebrada e a tela do quadro danificada afundada ou seja chegou avariado o produto
negative,produto importado o meu veio com defeito
positive,produto simples e bonito
positive,gostei muito da agilidade na entrega
positive,esperava maior um pouco
neutral,o produto é razoavel envio do produto embalagem propria chegou td amassado quase q danificou
positive,produto chegou antes do prazo muito bem embalado pelo fornecedor sem avarias a qualidado produto é muito boa
neutral,só gostaria de saber o dia correto da entrega
positive,produtos muito bons
positive,otimo produto
negative,bom dia comprei um bebedouro vermelho metálico é recebi um bebedouro rosa obs meu cachorro é macho
negative,não foi entregue a primeira vez que acontece isso
positive,o produto demorou um mês para ser entregue tempo demais poderia ter chegado antes da data limite fora isso tudo ok
negative,comprei unidades do produto veio avariado visto que a embalagem é muito fraca sendo que veio com dois buracos no fundo da panela devido a pressão que dog colocado em cima dele
positive,só acho que poderia ter comprado mais cartuchos mas não as fiz porque cada cartucho veio em um frete diferente coisa que poderiam ser colocados em um único pacote o que baratearia o frete
neutral,eu comprei nas lannister por se tratar de uma loja de confiança porém ao chegar o produto descobri que o que foi vendido pela marca targus era na verdade um produto falsificado não confio mais
positive,excelente serviço
negative,pedido foi cancelado e mesmo assim a loja enviou o produto devolvi o produto e quero o estorno da compra em meu cartão de crédito
negative,comprei um jogo de panelas com panelas e uma panela de pressão vermelho e panelas do tipo oval recebi um jogo com panelas e jogo de espátulas pretos coisa que não pedi veio apenas uma frideira
positive,comprei num dia e recebi no outro e a mercadoria é excelente
negative,não gostei da qualidade do enchimento das almofadas
positive,conforme já solicitei preciso fazer a devolução ele não foi entregue no prazo que eu precisa já solicitei por aqui e já entrei em contato com o vendedor estou no aguardo para fazer a devolução
positive,gostaei da rapidez da entrega
negative,quero saber dos demais produtos eram itens
positive,parabéns
negative,não posso dar opinião sobre produto pois não recebi sobre a loja eu não recomendo pois atrasa as entregas
positive,produto chegou no prazo em perfeitas condiçoes e veio embalado de forma incrivel muito bem embalado mesmo chegou sem nenhum arranhao
negative,não recebi o produto
positive,comprei dois produtos iguais e tive que pagar dois fretes a empresa poderia ter colocado em uma única embalagem e cobrar apenas um frete produto entregue em perfeitas condições ótimo produto
positive,ótimo produto
neutral,produto de qualidade entrega muito demorada
positive,entrega muita rápida e produto em ótimo estado
positive,gostaria de saber se o produto mudou de embalagem pois comprei a embalagem vermelha e recebi outra embalagem toda florida preciso saber se é o mesmo produto
positive,lavabo bem bonito e igual a descrição veio com uma mancha bem pequena mas nada que seja um problema recomendo
negative,produto entregue totalmente diferente do comprado
positive,ótimo em tds os aspectos
negative,ainda estou aguardando
positive,aida nao recebi o produto
positive,recebi antes da data prometida recomendo esta loja
positive,demorou quase trinta dias tempo demais
negative,depende para que eu possa avaliar se resolverem meu problema pos a compra era os correios só entregarão um pacote contendo peneus
positive,gostei muito
positive,bom
negative,boa tarde tive problemas com meu pedido sim veio o mosqueteiro errado pedi um de tamanho queen que arrastasse até o chão e com o círculo em cima bem grande veio pequeno de cama de casal nor
positive,ate agora tudo perfeito produto e entrega no prazo
negative,comprei relógios mas só foi entregue
positive,produto ok recebido dentro do prazo bem antes do previsto
negative,a entrega foi antecipado mais umas das panelas de pressão veio com o suporte quebrado
positive,tudo ok
positive,ótimo produto recomendo
negative,entrega muito demorada comprei em e até agora não recebi os produtos
positive,o produto chegou conforme anunciado gostei
positive,dentro do prazo e informacoes do encaminhamento do produto de forma clara
positive,excelente recomendo
negative,o produto enteque veio errado
negative,não recebi o produto o produto consta como enviado para o correio de ribeirão preto o correio não recebeu o produto envie varias mensagem para a targaryen e não obtive esta targaryen esta sujando seu nome
positive,gostei
negative,o produto veio fora da especificação a calota vendida tinha o símbolo da citroën mas a calota veio sem este símbolo
negative,então conprei gostei mas nao e tudo isso nao achei q seria melhor
positive,loja de confiança chegou no praso
positive,amei o produto super fácil de manusear e a lannister está de parabéns pois chegou bem antes do prazo
positive,super recomendo os produtos são lindos
negative,pedi duas carteiras uma veio com defeito e outra veio errada ñ é a q pedi pedi reembolso e creio q isso correrá bem
neutral,motor ótimo só não vem as cremalheiras junto
positive,gostei muito do produto entrega muito rápida
positive,excelente produto e a entrega chegou antes do prazo previsto ótimo
positive,produto chegou antes do prazo estabelecido
