sentimento,comentarios
positive,"['loj', 'si', 'boa', 'pen', 'american', 'nao', 'suport', 'client']"
positive,"['exat', 'precis']"
3,"['ache', 'qualidad', 'produt', 'ruim', 'nã', 'vei', 'nenhum', 'buch', 'parafus', 'fix', 'pared']"
positive,"['obrig', 'cheg', 'mto', 'ráp']"
positive,"['únic', 'problem', 'marcaçã', 'dat', 'marcaçã', 'american']"
positive,"['acho', 'produt', 'dev', 'ter', 'praz', 'validad', 'maior']"
positive,"['entreg', 'antes', 'praz', 'recom', 'loj']"
positive,['show']
3,"['boa', 'noit', 'loj', 'lannist', 'ótim', 'ador', 'sit', 'hoj', 'fac', 'pouquíssim', 'compr', 'fret', 'abus', 'infeliz', 'nã', 'compens', 'antes', 'mas', 'precis', 'compr', 'obrig']"
positive,"['excelent', 'produt', 'bonit', 'sofistic']"
positive,"['nã', 'vei', 'not', 'fiscal']"
positive,"['agradec', 'pois', 'receb', 'produt', 'corret', 'conform', 'encontr', 'sit', 'entreg', 'sup', 'ráp', 'fiqu', 'satisfeit', 'certez', 'vou', 'recoment', 'amig']"
positive,"['entreg', 'ráp', 'produt', 'conform', 'anunc']"
negative,"['produt', 'aind', 'nã', 'entreg', 'fiz', 'reclam', 'agor', 'nã', 'nenhum', 'previsã', 'entreg', 'sup', 'insatisfeit', 'quer', 'dinheir', 'volt', 'denunc', 'procon']"
negative,"['cortin', 'nã', 'model', 'ped']"
3,"['impressã', 'saind', 'tint', 'fraquinh']"
negative,"['compr', 'ros', 'brac', 'branc', 'entreg', 'tod', 'pret']"
negative,"['precis', 'previsã']"
positive,"['satisfeit', 'cheg', 'antes', 'praz', 'sup', 'recom']"
positive,"['produt', 'cheg', 'antes', 'praz', 'estipul', 'atend', 'plen', 'expect']"
positive,"['entreg', 'dentr', 'praz', 'produt', 'nenhum', 'problem']"
positive,['bom']
positive,"['boa', 'qualidad', 'prec']"
positive,"['sempr', 'entreg', 'antes', 'praz']"
positive,"['bom', 'sup', 'recom', 'entreg', 'sempr', 'cert']"
3,"['boas', 'pessoal', 'atendent', 'lannist', 'atenc', 'porém', 'loj', 'dev', 'ter', 'entreg', 'produt', 'cancel', 'compr', 'acontec']"
positive,"['entreg', 'antes', 'praz', 'produt', 'perfeit']"
positive,"['recom', 'tod', 'nã', 'problem', 'nenhum', 'mercador', 'praz', 'ótim']"
positive,"['gost', 'ter', 'compr', 'nest', 'loj', 'atend', 'perfeit']"
3,"['compr', 'cadeir', 'receb', 'praz', 'porém', 'cadeir', 'vei', 'quebr', 'part', 'inferior', 'pod', 'ter', 'maior', 'cuid', 'embalag']"
positive,"['sempr', 'compr', 'sempr', 'receb', 'produt', 'cert', 'praz', 'antes', 'praz']"
positive,"['entreg', 'rap']"
positive,"['produt', 'entreg', 'bem', 'antes', 'praz', 'ador']"
positive,"['aind', 'nao', 'instal', 'gost']"
positive,"['bom', 'produt', 'entreg', 'ráp', 'recom']"
positive,"['produt', 'receb', 'praz', 'perfeit', 'condiçõ']"
positive,['bom']
negative,"['receb', 'outr', 'bonec', 'quer', 'devolv', 'nã', 'consig', 'contat', 'jam', 'compr', 'nov', 'dess', 'loj']"
3,"['ótim', 'compr', 'mas', 'fret', 'nao', 'compens', 'pes', 'orçament', 'dev', 'ter', 'fret', 'grat']"
positive,['n']
positive,"['produt', 'cheg', 'imagin', 'enquant', 'gost']"
positive,"['ótim', 'ráp', 'entreg', 'obrig']"
negative,"['pens', 'dev', 'mod', 'comunic', 'empres', 'cas', 'acontec', 'encomend', 'nã', 'entreg']"
positive,"['produt', 'bom', 'praz', 'bom']"
positive,"['bom', 'segund', 'objet', 'compr', 'receb', 'problem', 'nenhum']"
positive,"['bonit', 'boa', 'qualidad', 'ador']"
positive,"['produt', 'cheg', 'antes', 'praz']"
negative,"['boa', 'noit', 'nã', 'gost', 'pois', 'nunc', 'consegu', 'fal', 'vcs', 'telefon']"
positive,"['vendedor', 'compromiss', 'vou', 'client']"
3,"['produt', 'nã', 'atend', 'espect', 'pois', 'potinh', 'dific', 'abrir', 'fech', 'bandej', 'onde', 'vai', 'potinh', 'vei', 'pont', 'ferrug']"
positive,"['satisfeit', 'entreg', 'sup', 'ráp', 'show', 'parabéns', 'vacil', 'compr', 'celul', 'cas', 'bah', 'quas', 'mês', 'nã', 'entreg']"
positive,['ótim']
positive,"['tud', 'cent', 'praz', 'recoment']"
negative,"['nã', 'receb', 'jog', 'cor', 'tabac', 'vermelh']"
negative,"['nao', 'entreg', 'cas', 'nao', 'gost', 'nao', 'temp', 'indo', 'correi']"
positive,"['compr', 'perfeit']"
negative,"['produt', 'vei', 'estrag']"
negative,"['mercador', 'nã', 'entreg', 'pagu', 'primeir', 'fatur', 'quer', 'cancel', 'compr', 'pois', 'pagu', 'fret', 'nã', 'receb', 'mercador']"
negative,"['produt', 'ja', 'cheg', 'defeit', 'nã', 'fucion', 'conform', 'necess', 'uso', 'infeliz', 'ultim', 'compr', 'total', 'insatisfeit']"
3,"['receb', 'apen', 'caix', 'unidad', 'ped', 'caix']"
negative,"['compr', 'dois', 'pendent', 'cheg', 'precis', 'sab']"
positive,"['recom', 'loj', 'entreg', 'direitinh']"
positive,"['tud', 'conform', 'entreg', 'ráp', 'pen', 'nã', 'verifiqu', 'cor', 'pois', 'pret', 'precis', 'cinz', 'outr', 'pont', 'lix', 'pouc', 'funcion', 'mas', 'nad', 'dem']"
positive,"['entreg', 'rap', 'corret']"
positive,"['produt', 'fácil', 'montag', 'atend', 'perfeit', 'propósit', 'otimiz', 'espac']"
negative,"['produt', 'vei', 'amass', 'nã', 'funcion', 'corret']"
positive,"['gost', 'produt']"
positive,"['produt', 'ótim', 'qualidad']"
negative,"['esper', 'vint', 'dias', 'aind', 'nã', 'receb', 'produt', 'nã', 'consig', 'nenhum', 'inform']"
negative,"['aguard', 'posiçã', 'empres', 'faz', 'devolu', 'produt']"
negative,"['fornecedor', 'nã', 'envi', 'produt', 'corret', 'solicit', 'sabor', 'chocolat', 'envi', 'outr', 'sabor']"
positive,"['recom', 'loj']"
positive,"['ótim', 'produt']"
positive,['excelent']
positive,"['continu', 'assim', 'respons', 'consumidor', 'tant', 'produt', 'quant', 'praz', 'entreg', 'primeir', 'vez', 'compr', 'vou', 'compr', 'muit', 'obrig']"
positive,"['ador', 'modern', 'bonit', 'cantinh', 'caf', 'vai', 'fic', 'top']"
positive,"['bom', 'esper']"
positive,"['tud', 'corr', 'combin', 'nad', 'reclam']"
positive,"['fácil', 'manusei', 'present', 'atend', 'expect']"
positive,"['relógi', 'lind', 'entreg', 'antes', 'praz']"
positive,"['vei', 'conform', 'anunc', 'simpl', 'bonit']"
positive,"['produt', 'condiz', 'anúnci']"
negative,"['produt', 'aind', 'nã', 'cheg']"
positive,"['satisfeit', 'recom']"
positive,"['ame', 'cheg', 'rapidinh', 'aind', 'vou', 'test', 'lo', 'obrig']"
positive,"['gost', 'compr', 'vcs', 'obrig', 'brev', 'far', 'outr', 'compr', 'vand']"
negative,"['aind', 'nã', 'receb', 'produt']"
positive,"['receb', 'bols', 'diferent', 'mas', 'gost', 'previst', 'pra', 'janeir', 'achand', 'temp', 'porqu', 'pra', 'escol', 'aguard', 'val', 'compr', 'primeir', 'compr', 'bols', 'nã', 'deu', 'cert']"
positive,"['receb', 'produt', 'quer', 'antes', 'praz', 'combin', 'bom', 'recom', 'certez']"
3,"['propagand', 'escrit', 'mix', 'elétr', 'vei', 'portátil', 'três', 'quebr', 'quer', 'elétr', 'dev', 'especific', 'melhor', 'produt']"
positive,"['produt', 'entreg', 'antes', 'praz', 'combin', 'nã', 'primeir', 'vez', 'compr', 'sit', 'loj', 'lannist', 'recom', 'tal', 'empres', 'seriedad', 'trat', 'client']"
negative,"['compr', 'produt', 'so', 'mand', 'n', 'mim', 'der', 'nenhum', 'justific']"
positive,"['agradec', 'bom']"
positive,"['dentr', 'previst']"
positive,"['receb', 'antes', 'praz', 'estim']"
positive,"['imagin', 'maior', 'bonec', 'legal']"
negative,"['problem', 'entreg', 'pois', 'nã', 'ninguém', 'cas', 'receb', 'mercador', 'horári', 'pass']"
positive,"['atenc', 'lig', 'dar', 'acompanh', 'bom', 'praz', 'validad', 'demor', 'cheg', 'agor', 'verific', 'qualidad', 'produt']"
positive,"['eficient', 'entreg', 'bem', 'ráp', 'recom']"
3,"['lind', 'relógi']"
positive,"['otim', 'produt', 'entreg', 'praz']"
positive,"['cheg', 'antes', 'dat', 'praz', 'por', 'vaz', 'pouc', 'produt']"
positive,"['sempr', 'compr', 'itens', 'cheg', 'perfeit', 'estad']"
positive,"['produt', 'entreg', 'antes', 'praz', 'ótim', 'estad']"
3,['bom']
positive,"['entreg', 'sup', 'ráp', 'produt', 'ótim', 'qualidad', 'recom']"
positive,"['produt', 'lind', 'ótim']"
positive,['excelent']
3,"['esper', 'toalh', 'pod', 'gross']"
positive,"['entreg', 'dia', 'antes', 'previst']"
positive,"['demor', 'pouc', 'pra', 'esquent', 'potênc', 'máxim', 'mas', 'atend', 'bem', 'rimeir', 'dias', 'uso', 'cheir', 'mei', 'borrach', 'queim', 'mas', 'pass', 'recom', 'pratic', 'cust', 'benefíci']"
positive,"['entreg', 'bem', 'embal', 'entreg', 'rap', 'comform', 'promet', 'comform', 'imag']"
positive,"['tud', 'ocorr', 'form', 'eficient']"
positive,"['produt', 'cheg', 'antes', 'praz', 'perfeit', 'condiçõ']"
negative,"['produt', 'nã', 'correspond', 'compr', 'películ', 'menor', 'tel', 'celul', 'nã', 'cobr', 'tod', 'tel']"
positive,"['produt', 'conform', 'anunc', 'vei', 'antes', 'praz', 'perfeit']"
positive,"['produt', 'bom', 'entreg', 'antes', 'previst']"
positive,"['aind', 'nã', 'use', 'nenhum', 'viag', 'mas', 'parec', 'boa']"
negative,"['produt', 'encaminh', 'cidad', 'destin', 'dia', 'moment', 'nã', 'receb']"
negative,"['produt', 'nã', 'entreg']"
negative,"['simples', 'nã', 'receb', 'produt', 'nao', 'posicion', 'decent', 'acontec']"
negative,"['nã', 'receb', 'brac', 'duch', 'desviador', 'soment', 'duch', 'x', 'brac', 'cm']"
positive,"['ador', 'compr', 'loj', 'lannist']"
positive,"['entreg', 'ráp', 'produt', 'excelent']"
positive,['ótim']
negative,"['produt', 'pod', 'mal', 'funcion', 'telefon', 'nã', 'consegu', 'faz', 'leitur']"
positive,"['produt', 'entreg']"
negative,"['loj', 'vergonh', 'nã', 'entreg', 'ped', 'descar', 'duer', 'cancel', 'porc', 'vendedor', 'stark', 'escolh', 'mal', 'paeceir']"
positive,['bom']
positive,"['receb', 'produt', 'eh', 'fals', 'quer', 'dinheir', 'volt']"
negative,"['produt', 'nã', 'vei', 'conform', 'sit', 'mostr', 'calendári', 'sit', 'mas', 'receb', 'vei', 'difícil', 'faz', 'troc', 'estorn', 'produt']"
positive,"['produt', 'bom', 'entreg', 'antes', 'praz']"
positive,['bom']
positive,['gost']
negative,"['compr', 'dois', 'produt', 'send', 'nã', 'cheg', 'cab', 'adapt', 'áudi']"
positive,"['gost', 'cheg', 'tud', 'certinh', 'antes', 'praz', 'entreg']"
positive,"['produt', 'entreg', 'dentr', 'praz']"
negative,"['fornecedor', 'targaryen', 'mand', 'massag', 'complet', 'diferent', 'compr', 'prec', 'inferior', 'chei', 'avali', 'negat', 'ninguém', 'erra', 'mand', 'superior', 'né', 'curios', 'n', 'recom']"
positive,"['receb', 'produt', 'praz', 'tud', 'ok']"
negative,"['ruim', 'nã', 'vei', 'produt', 'outr', 'vei', 'errad']"
negative,"['abri', 'protocol', 'devolu', 'produt', 'baix', 'qualidad', 'deu', 'problem', 'primeir', 'dia', 'uso', 'lannist', 'vir', 'merc', 'livr', 'ped', 'problem']"
positive,"['entreg', 'praz', 'descrit', 'sit']"
positive,"['lannist', 'sempr', 'superando']"
positive,"['surpreend', 'eficác', 'ótim', 'atent']"
positive,"['otim', 'atend', 'tud', 'cert', 'entreg', 'dentr', 'praz']"
positive,"['obrig', 'qualidad', 'produt', 'entreg', 'tbm', 'previst', 'cheg', 'dia', 'ador', 'parabéns']"
negative,"['mercador', 'nã', 'entreg', 'aind']"
positive,"['aind', 'nã', 'utiliz', 'produt']"
negative,"['receb', 'encomend', 'form', 'normal', 'dentr', 'praz', 'contud', 'receb', 'primeir', 'dat', 'entreg', 'estim', 'posterior', 'dat', 'aument', 'nã', 'gost', 'dess', 'atitud', 'demor', 'seman']"
negative,"['ped', 'q', 'cancelac', 'antes', 'nf', 'emit', 'pq', 'hav', 'ganh', 'present', 'igual', 'nã', 'cancel', 'mand', 'assim', 'msm', 'ped', 'nf', 'aind', 'nã', 'sid', 'emit']"
positive,"['lind', 'deu', 'charm', 'sal']"
positive,"['ótim', 'atend', 'entreg', 'antes', 'praz']"
3,"['nã', 'receb', 'produt', 'complet', 'compr', 'quantidad', 'receb', 'soment', 'const', 'not', 'entreg', 'quantidad', 'volum', 'quer', 'receb', 'outr', 'cust', 'nenhum', 'pois', 'erro', 'nã']"
positive,['recom']
3,"['bols', 'lind', 'cor', 'bem', 'próxim', 'fot', 'mas', 'dentr', 'nã', 'forr', 'descriçã', 'acab', 'deix', 'pouc', 'desej', 'entreg', 'sup', 'ráp']"
negative,"['precis', 'urgent', 'dest', 'mercador', 'praz', 'maxim', 'dia', 'agor', 'nã', 'cheg']"
positive,"['otim', 'material', 'bem', 'resistent', 'espac', 'gost']"
positive,"['prestaçã', 'servic', 'alta', 'qualidad']"
negative,"['produt', 'muit', 'baix', 'qualidad']"
positive,"['produt', 'entreg', 'bem', 'embal', 'perfeit', 'condiçõ']"
negative,"['demor', 'mas', 'entreg']"
3,"['compr', 'efetu', 'dois', 'ursos', 'rez', 'ros', 'azul', 'receb', 'soment', 'produt', 'adquir', 'ros', 'aguard', 'retorn', 'vendedor', 'sobr', 'ocorr', 'vou', 'receb', 'outr']"
negative,"['produt', 'defeit', 'apresent', 'risc', 'nã', 'confiável', 'evi', 'mail', 'efetu', 'ligaçõ', 'retorn']"
3,"['mod', 'geral', 'satisfatóri', 'gravaçã', 'las', 'mas', 'just', 'las', 'deix', 'desej', 'quant', 'centraliz', 'pingent', 'marc', 'bem', 'qualidad', 'gravaçã']"
positive,"['cheg', 'antes', 'dat', 'previst', 'recomend', 'amig', 'loj', 'stark', 'parabéns']"
positive,"['tapet', 'lind', 'cheg', 'antes', 'praz']"
positive,['gost']
positive,"['pod', 'ter', 'agiliz', 'entreg', 'porém', 'receb', 'produt', 'ótim', 'condiçõ']"
positive,"['protud', 'cheg', 'ótim', 'estad', 'conserv', 'antes', 'praz']"
positive,"['produt', 'excelent', 'qualidad', 'entreg', 'feit', 'antes', 'praz', 'previst', 'satisfeit']"
positive,"['produt', 'lind', 'prec', 'excelent', 'entreg', 'sup', 'ráp', 'ocorr', 'antes', 'praz', 'recom', 'quart', 'fic', 'irad']"
3,"['produt', 'vei', 'not', 'fiscal', 'solicit', 'telefon']"
3,"['produt', 'nã', 'bom']"
positive,"['satisfeit', 'recom']"
positive,"['pod', 'compr', 'med']"
positive,"['gost', 'compr', 'ness', 'loj', 'porqu', 'agent', 'ñ', 'precis', 'avis', 'entreg']"
positive,"['excelent', 'produt']"
positive,"['produt', 'entreg', 'praz', 'not']"
negative,"['descriçã', 'produt', 'errad', 'nã', 'consegu', 'usar', 'produt', 'ped', 'cancel', 'faz', 'dias', 'aind', 'nã', 'obtiv', 'respost']"
positive,"['bom', 'exelent']"
positive,"['atend', 'eficaz', 'entreg', 'dentr', 'praz']"
positive,"['cheg', 'pouc', 'antes', 'praz', 'bom']"
positive,"['gost', 'dem', 'travesseir', 'descrit', 'sit']"
positive,"['sup', 'recom', 'entreg', 'produt', 'ok']"
negative,"['pontual', 'nã', 'satisf', 'client']"
positive,"['satisfeit', 'aquisiçã', 'negóci', 'entreg', 'praz', 'produt', 'bem', 'embal', 'not', 'fiscal', 'caix', 'original', 'garant', 'manual', 'usuári', 'primeir', 'impressõ', 'relógi', 'perfeit']"
positive,"['atend', 'expect']"
positive,"['bom', 'encomend', 'cheg', 'certinh']"
negative,"['mosquiteir', 'vei', 'dois', 'fur', 'part', 'superior', 'ped', 'mosquiteir', 'king', 'por', 'nao', 'vei', 'kiung', 'sim', 'que']"
3,['bom']
positive,"['produt', 'cheg', 'rapid', 'conform', 'anunc']"
negative,"['produt', 'baix', 'qualidad']"
positive,"['produt', 'qualidad', 'prec', 'just', 'entreg', 'dentr', 'praz', 'produt', 'atend', 'expect', 'recom', 'vendedor']"
negative,"['envi', 'produt', 'errad']"
negative,"['efetu', 'compr', 'pagament', 'duas', 'unidad', 'receb', 'apen', 'unidad', 'aguard', 'tratat']"
positive,"['ador', 'produt', 'cheg', 'antes', 'praz', 'estipul', 'satisfeit']"
positive,"['tud', 'ok']"
3,"['quadr', 'entreg', 'correi', 'cheg', 'madeir', 'atrás', 'quebr', 'tel', 'quadr', 'danific', 'afund', 'cheg', 'avari', 'produt']"
negative,"['produt', 'import', 'vei', 'defeit']"
positive,"['produt', 'simpl', 'bonit']"
positive,"['gost', 'agil', 'entreg']"
positive,"['esper', 'maior', 'pouc']"
3,"['produt', 'razoavel', 'envi', 'produt', 'embalag', 'propr', 'cheg', 'td', 'amass', 'quas', 'q', 'danific']"
positive,"['produt', 'cheg', 'antes', 'praz', 'bem', 'embal', 'fornecedor', 'avar', 'qualid', 'produt', 'boa']"
3,"['gost', 'sab', 'dia', 'corret', 'entreg']"
positive,"['produt', 'bons']"
positive,"['otim', 'produt']"
negative,"['bom', 'dia', 'compr', 'bebedour', 'vermelh', 'metál', 'receb', 'bebedour', 'ros', 'obs', 'cachorr', 'mach']"
negative,"['nã', 'entreg', 'primeir', 'vez', 'acontec']"
positive,"['produt', 'demor', 'mês', 'entreg', 'temp', 'dem', 'pod', 'ter', 'cheg', 'antes', 'dat', 'limit', 'tud', 'ok']"
negative,"['compr', 'unidad', 'produt', 'vei', 'avari', 'vist', 'embalag', 'frac', 'send', 'vei', 'dois', 'burac', 'fund', 'panel', 'dev', 'pressã', 'dog', 'coloc', 'cim']"
positive,"['acho', 'pod', 'ter', 'compr', 'cartuch', 'mas', 'nã', 'fiz', 'porqu', 'cad', 'cartuch', 'vei', 'fret', 'diferent', 'cois', 'pod', 'coloc', 'únic', 'pacot', 'barat', 'fret']"
3,"['compr', 'lannist', 'trat', 'loj', 'confianc', 'porém', 'cheg', 'produt', 'descobr', 'vend', 'marc', 'targus', 'verdad', 'produt', 'falsific', 'nã', 'confi']"
positive,"['excelent', 'servic']"
negative,"['ped', 'cancel', 'assim', 'loj', 'envi', 'produt', 'devolv', 'produt', 'quer', 'estorn', 'compr', 'cartã', 'crédit']"
negative,"['compr', 'jog', 'panel', 'panel', 'panel', 'pressã', 'vermelh', 'panel', 'tip', 'oval', 'receb', 'jog', 'panel', 'jog', 'espátul', 'pret', 'cois', 'nã', 'ped', 'vei', 'apen', 'frideir']"
positive,"['compr', 'dia', 'receb', 'outr', 'mercador', 'excelent']"
negative,"['nã', 'gost', 'qualidad', 'enchiment', 'almof']"
positive,"['conform', 'solicit', 'precis', 'faz', 'devolu', 'nã', 'entreg', 'praz', 'precis', 'solicit', 'aqu', 'entre', 'contat', 'vendedor', 'aguard', 'faz', 'devolu']"
positive,"['gosta', 'rapidez', 'entreg']"
negative,"['quer', 'sab', 'dem', 'produt', 'itens']"
positive,['parabéns']
negative,"['nã', 'poss', 'dar', 'opiniã', 'sobr', 'produt', 'pois', 'nã', 'receb', 'sobr', 'loj', 'nã', 'recom', 'pois', 'atras', 'entreg']"
positive,"['produt', 'cheg', 'praz', 'perfeit', 'condiço', 'vei', 'embal', 'form', 'incrivel', 'bem', 'embal', 'cheg', 'nenhum', 'arranha']"
negative,"['nã', 'receb', 'produt']"
positive,"['compr', 'dois', 'produt', 'igu', 'pag', 'dois', 'fret', 'empres', 'pod', 'ter', 'coloc', 'únic', 'embalag', 'cobr', 'apen', 'fret', 'produt', 'entreg', 'perfeit', 'condiçõ', 'ótim', 'produt']"
positive,"['ótim', 'produt']"
3,"['produt', 'qualidad', 'entreg', 'demor']"
positive,"['entreg', 'muit', 'ráp', 'produt', 'ótim', 'estad']"
positive,"['gost', 'sab', 'produt', 'mud', 'embalag', 'pois', 'compr', 'embalag', 'vermelh', 'receb', 'outr', 'embalag', 'tod', 'flor', 'precis', 'sab', 'produt']"
positive,"['lavab', 'bem', 'bonit', 'igual', 'descriçã', 'vei', 'manch', 'bem', 'pequen', 'mas', 'nad', 'problem', 'recom']"
negative,"['produt', 'entreg', 'total', 'diferent', 'compr']"
positive,"['ótim', 'tds', 'aspect']"
negative,"['aind', 'aguard']"
positive,"['aid', 'nao', 'receb', 'produt']"
positive,"['receb', 'antes', 'dat', 'promet', 'recom', 'loj']"
positive,"['demor', 'quas', 'trint', 'dias', 'temp', 'dem']"
negative,"['depend', 'poss', 'avali', 'resolv', 'problem', 'pos', 'compr', 'correi', 'entreg', 'pacot', 'cont', 'peneus']"
positive,['gost']
positive,['bom']
negative,"['boa', 'tard', 'problem', 'ped', 'sim', 'vei', 'mosqueteir', 'errad', 'ped', 'tamanh', 'queen', 'arrast', 'chã', 'círcul', 'cim', 'bem', 'grand', 'vei', 'pequen', 'cam', 'casal', 'nor']"
positive,"['ate', 'agor', 'tud', 'perfeit', 'produt', 'entreg', 'praz']"
negative,"['compr', 'relógi', 'mas', 'entreg']"
positive,"['produt', 'ok', 'receb', 'dentr', 'praz', 'bem', 'antes', 'previst']"
negative,"['entreg', 'antecip', 'umas', 'panel', 'pressã', 'vei', 'suport', 'quebr']"
positive,"['tud', 'ok']"
positive,"['ótim', 'produt', 'recom']"
negative,"['entreg', 'demor', 'compr', 'agor', 'nã', 'receb', 'produt']"
positive,"['produt', 'cheg', 'conform', 'anunc', 'gost']"
positive,"['dentr', 'praz', 'informaco', 'encaminh', 'produt', 'form', 'clar']"
positive,"['excelent', 'recom']"
negative,"['produt', 'entequ', 'vei', 'errad']"
negative,"['nã', 'receb', 'produt', 'produt', 'const', 'envi', 'correi', 'rib', 'pret', 'correi', 'nã', 'receb', 'produt', 'envi', 'var', 'mensag', 'targaryen', 'nã', 'obtiv', 'targaryen', 'suj', 'nom']"
positive,['gost']
negative,"['produt', 'vei', 'especific', 'calot', 'vend', 'símbol', 'citroën', 'mas', 'calot', 'vei', 'símbol']"
negative,"['entã', 'conpr', 'gost', 'mas', 'nao', 'tud', 'nao', 'ache', 'q', 'melhor']"
positive,"['loj', 'confianc', 'cheg', 'pras']"
positive,"['ame', 'produt', 'sup', 'fácil', 'manus', 'lannist', 'parabéns', 'pois', 'cheg', 'bem', 'antes', 'praz']"
positive,"['sup', 'recom', 'produt', 'lind']"
negative,"['ped', 'duas', 'carteir', 'vei', 'defeit', 'outr', 'vei', 'errad', 'ñ', 'q', 'ped', 'ped', 'reembols', 'crei', 'q', 'corr', 'bem']"
3,"['motor', 'ótim', 'nã', 'vem', 'cremalheir', 'junt']"
positive,"['gost', 'produt', 'entreg', 'ráp']"
positive,"['excelent', 'produt', 'entreg', 'cheg', 'antes', 'praz', 'previst', 'ótim']"
positive,"['produt', 'cheg', 'antes', 'praz', 'estabelec']"
